No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
2469,Pineapple,Fruits,1 cup (chunks),155.5,0.8,0.2,20.66,88.64,0,1,0,1,1,0.75,Duplicate
2470,Fried Chicken Breast,Protein,1/2 small chicken breast,83.72,29.01,4.08,0.43,153.5,0,0,1,0,1,0.75,Duplicate
2471,Honey,Grains,1 tbsp,21.05,0.06,0.0,17.68,72.87,0,1,0,1,0,0.0,Duplicate
2472,Fat-Free Cream Cheese,Dairy,2 tbsp,27.67,4.47,0.3,2.11,30.91,1,0,0,0,0,0.5,Duplicate
2473,Palm Oil,Fats and Oils,1 tsp,13.64,0.0,13.95,0.0,126.05,0,0,0,0,0,0.0,Duplicate
2474,Taro,Vegetables,1 cup,103.23,1.59,0.2,26.96,117.4,0,0,0,0,0,0.25,Duplicate
2475,Green Peas,Vegetables,1 cup,161.41,8.62,0.4,24.95,137.18,1,0,0,0,0,1.0,Duplicate
2476,Fat-Free Yogurt,Dairy,1 cup,220.26,12.92,0.39,17.62,126.41,1,0,0,0,0,1.0,Duplicate
2477,Grilled Safi Fish,Protein,Palm-sized portion,101.71,27.06,4.23,0.0,145.51,0,0,0,0,1,1.0,Duplicate
2478,Canned Tuna Fish,Protein,Palm-sized portion,87.17,21.14,0.69,0.0,92.23,0,0,0,0,0,1.0,Duplicate
2479,Canned Chicken,Protein,1 can,139.34,30.63,11.63,0.0,227.71,0,0,0,0,1,0.25,Duplicate
2480,Wheat Bran,Grains,1 cup,57.63,8.91,2.54,38.42,213.45,1,1,0,1,0,1.0,Duplicate
2481,Wheat Bran,Grains,1 cup,59.31,9.13,2.44,37.43,209.73,1,1,0,1,0,1.0,Duplicate
2482,Safi Fish (Rabbitfish),Protein,Palm-sized portion,98.16,18.65,7.13,0.1,138.16,0,0,0,0,0,0.75,Duplicate
2483,Cooked Veal,Protein,3 small pieces,82.6,24.14,8.02,0.0,169.16,0,0,0,0,1,0.0,Duplicate
2484,Carrot,Vegetables,1 one,74.04,0.68,0.2,6.89,31.18,0,0,0,0,0,0.5,Duplicate
2485,White Beans,Vegetables,1 cup,176.67,17.21,0.6,46.1,260.26,1,0,0,0,1,0.5,Duplicate
2486,Cheese Biscuit,Grains,1 piece,1.03,0.1,0.25,0.56,3.53,1,1,1,1,0,0.75,Duplicate
2487,Wheat Biscuit,Grains,1 piece,2.06,0.17,0.42,1.29,7.9,1,1,1,1,0,0.25,Duplicate
2488,Mulberries,Fruits,1 cup,122.35,1.53,0.79,14.62,73.55,0,1,0,1,1,0.0,Duplicate
2489,Full-Fat Ricotta Cheese,Dairy,1 cup,121.76,13.92,15.79,3.74,212.66,0,0,0,0,0,1.0,Duplicate
2490,Dried Apricot,Fruits,1 cup (halves),66.05,2.25,0.29,41.2,177.4,0,1,0,1,1,0.5,Duplicate
2491,Figs,Fruits,1 medium one,49.56,0.4,0.2,9.44,41.95,0,1,0,1,1,0.25,Duplicate
2492,Pigeon without Skin,Protein,Palm-sized portion,82.56,14.6,6.58,0.0,118.05,0,0,0,0,0,0.25,Duplicate
2493,Sheep's Milk,Dairy,1 cup,250.11,15.05,17.5,13.21,268.94,1,0,0,0,0,0.5,Duplicate
2494,Broccoli,Vegetables,1 cup,90.94,2.53,0.3,5.89,36.2,0,0,0,0,0,0.75,Duplicate
2495,Cheese Bread,Grains,1 piece,67.9,4.69,12.1,29.45,245.59,1,1,1,1,0,1.0,Duplicate
2496,Fried Egg,Protein,1 egg,45.87,6.34,7.05,0.41,90.76,1,0,0,0,0,0.0,Duplicate
2497,Pear,Fruits,1 medium one,169.44,0.61,0.2,25.21,106.53,0,1,0,1,1,0.25,Duplicate
2498,Full-Fat Ricotta Cheese,Dairy,1 cup,121.66,14.26,16.3,3.77,219.49,0,0,0,0,0,0.25,Duplicate
2499,Low-Fat Mozzarella Cheese,Dairy,2 tbsp,27.95,6.86,4.55,0.8,70.79,0,0,0,0,0,0.5,Duplicate
2500,Cucumber,Vegetables,1 large piece,300.28,1.96,0.3,10.9,54.55,0,0,0,0,0,0.5,Duplicate
2501,Margarine (Unsalted),Fats and Oils,1 tsp,4.79,0.02,3.88,0.02,35.24,1,0,0,0,0,0.75,Duplicate
2502,Quaker Oats prepared with water,Grains,1 cup,233.28,4.86,2.17,17.43,108.35,1,1,0,1,0,0.25,Duplicate
2503,Honey,Grains,1 tbsp,21.15,0.06,0.0,17.41,71.29,0,1,0,1,0,0.75,Duplicate
2504,Cooked Pasta,Grains,1 cup,142.69,6.61,0.96,39.1,192.67,0,0,0,0,1,0.0,Duplicate
2505,Oatmeal Bread with Bran,Grains,1 small slice,29.26,3.13,1.27,11.68,72.49,1,1,1,1,0,0.0,Duplicate
2506,Margarine (Unsalted),Fats and Oils,1 tsp,4.68,0.02,3.72,0.02,32.53,1,0,0,0,0,0.5,Duplicate
2507,Low-Fat Yogurt,Dairy,1 cup,226.62,11.9,3.55,15.52,142.51,1,0,0,0,0,0.0,Duplicate
2508,Turnip,Vegetables,1 cup sliced,66.02,2.23,0.5,6.51,37.77,0,0,0,0,0,0.75,Duplicate
2509,Nectarine,Fruits,1 medium one,136.65,1.43,0.39,14.71,67.74,0,1,0,1,1,0.5,Duplicate
2510,Goose Egg,Protein,1 egg,140.43,20.0,18.69,1.88,257.55,1,0,0,0,0,0.5,Duplicate
2511,Brown Bread Roll,Grains,1 medium roll,34.98,0.0,0.0,0.0,0.27,1,1,1,1,0,0.5,Duplicate
2512,Brown Bread,Grains,1/4 loaf,27.74,3.62,0.9,11.29,65.99,1,1,0,1,0,1.0,Duplicate
2513,Salted Cracker/Biscuit,Grains,1 piece,2.93,0.22,0.77,1.88,15.43,1,1,0,1,0,0.0,Duplicate
2514,Pigeon,Protein,Palm-sized portion,97.73,21.33,3.26,0.0,115.16,0,0,0,0,0,0.75,Duplicate
2515,Apple,Fruits,1 medium one,138.46,0.4,0.2,18.91,79.36,0,1,0,1,1,1.0,Duplicate
2516,Evaporated Milk,Dairy,6 tbsp,101.58,7.0,7.91,9.91,139.43,1,0,0,0,0,0.5,Duplicate
2517,Mango,Fruits,1 medium one,211.15,1.1,0.6,35.54,152.28,0,1,0,1,1,0.75,Duplicate
2518,Celery,Vegetables,1 medium stalk,41.07,0.3,0.1,1.21,8.2,0,0,0,0,0,0.75,Duplicate
2519,Canned Tuna Fish,Protein,Palm-sized portion,83.11,22.29,0.7,0.0,94.64,0,0,0,0,0,0.75,Duplicate
2520,Plain Cake (Muffin),Grains,1 large size,65.11,4.56,7.47,27.27,195.45,1,1,0,1,0,0.0,Duplicate
2521,Low-Fat Yogurt,Dairy,1 cup,229.21,11.99,3.4,15.8,142.93,1,0,0,0,0,0.75,Duplicate
2522,Grilled Gargafan Fish,Protein,Palm-sized portion,101.43,22.15,1.8,0.0,105.06,0,0,0,0,1,0.5,Duplicate
2523,Broasted Chicken Thigh,Protein,1 medium chicken thigh,83.45,21.82,11.35,0.0,188.73,1,0,1,0,1,0.0,Duplicate
2524,Tabbouleh,Vegetables,2 tbsp,28.47,1.02,1.96,2.06,29.66,0,0,0,0,1,0.75,Duplicate
2525,Honey,Grains,1 tbsp,21.26,0.06,0.0,17.59,68.93,0,1,0,1,0,0.25,Duplicate
2526,Tabbouleh,Vegetables,2 tbsp,27.79,1.0,1.96,2.0,30.8,0,0,0,0,1,0.0,Duplicate
2527,Wheat Bran,Grains,1 cup,57.85,9.12,2.54,36.53,206.49,1,1,0,1,0,1.0,Duplicate
2528,Fried Egg,Protein,1 egg,45.39,6.43,6.96,0.39,88.34,1,0,0,0,0,1.0,Duplicate
2529,Fat-Free Fruit Yogurt,Dairy,1 cup,224.94,9.96,0.49,42.15,213.42,1,0,0,0,0,0.25,Duplicate
2530,Bran Bread,Grains,1/4 loaf,36.69,3.17,1.19,17.28,91.58,1,1,0,1,0,1.0,Duplicate
2531,Fried Kingfish,Protein,Palm-sized portion,97.25,26.39,11.99,0.0,212.59,0,0,0,0,1,0.5,Duplicate
2532,Hard Goat Milk Cheese,Dairy,2 tbsp,27.84,8.52,9.74,0.6,124.81,1,0,0,0,0,0.0,Duplicate
2533,Red Radish,Vegetables,Sliced (1/2 cup),56.46,0.4,0.1,1.99,10.31,0,0,0,0,0,0.25,Duplicate
2534,Brown Sugar,Grains,1 tsp,3.06,0.0,0.0,2.91,13.61,1,1,0,1,0,1.0,Duplicate
2535,Butter Croissant,Grains,1 medium piece,55.85,4.74,11.98,25.86,229.96,1,1,0,1,0,0.5,Duplicate
2536,Sweet Canned Corn,Vegetables,1 cup,162.66,4.37,1.62,30.04,153.18,0,0,0,0,0,0.75,Duplicate
2537,Chicken Liver,Protein,3 medium pieces,82.58,20.22,4.52,0.73,123.81,0,0,1,0,1,1.0,Duplicate
2538,Omelette,Protein,1 egg,62.43,6.37,7.48,0.41,94.68,1,0,0,0,0,0.0,Duplicate
2539,Grilled Yanam Fish,Protein,Palm-sized portion,100.75,26.32,5.46,0.0,153.89,0,0,0,0,1,1.0,Duplicate
2540,Labneh (Strained Yogurt),Dairy,1 cup,97.17,13.03,10.71,0.99,153.01,1,0,0,0,0,0.25,Duplicate
2541,Lemon,Fruits,1 medium one,58.54,0.6,0.19,5.32,25.38,0,1,0,1,1,0.75,Duplicate
2542,Lupin Beans,Vegetables,1 cup,169.97,25.3,4.78,16.69,209.01,1,0,1,0,1,0.5,Duplicate
2543,Cooked Meat Liver,Protein,4 medium pieces,86.19,22.98,6.75,6.65,181.04,0,0,0,0,1,0.5,Duplicate
2544,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,97.75,20.24,3.7,0.39,117.34,1,0,0,0,1,0.5,Duplicate
2545,Brown Bread,Grains,1/4 loaf,27.86,3.58,0.92,11.83,69.92,1,1,0,1,0,0.5,Duplicate
2546,Low-Fat Milk,Dairy,1 cup,243.55,8.18,4.69,11.32,122.07,1,0,0,0,0,0.25,Duplicate
2547,Feta Cheese,Dairy,2 tbsp,27.4,4.01,6.04,1.09,76.44,0,0,0,0,0,0.0,Duplicate
2548,Boobar,Vegetables,1 cup,32.34,0.29,0.0,1.07,3.81,0,0,0,0,0,0.0,Duplicate
2549,Black Beans,Vegetables,1 cup,166.41,14.7,4.15,44.54,275.18,1,0,0,0,0,0.5,Duplicate
2550,Beans (General),Vegetables,1 cup,173.54,15.01,0.88,39.72,225.01,0,0,0,0,0,1.0,Duplicate
2551,Tamarind,Fruits,1 cup,118.55,3.39,0.71,74.35,317.24,0,1,0,1,1,1.0,Duplicate
2552,Pigeon without Skin,Protein,Palm-sized portion,86.72,14.85,6.47,0.0,117.84,0,0,0,0,0,0.5,Duplicate
2553,Vegetable Salad,Vegetables,1 cup,99.36,0.92,1.91,4.51,38.59,0,0,1,0,0,1.0,Duplicate
2554,Sheep's Milk,Dairy,1 cup,243.48,14.64,16.94,12.87,264.26,1,0,0,0,0,0.5,Duplicate
2555,Feta Cheese,Dairy,2 tbsp,28.13,4.1,6.1,1.08,76.23,0,0,0,0,0,1.0,Duplicate
2556,Quinoa,Grains,1 cup,171.68,23.92,10.32,108.81,622.01,1,1,0,1,0,0.0,Duplicate
2557,Potato,Vegetables,1 medium one,216.39,4.22,0.19,38.28,173.14,0,0,0,0,0,0.25,Duplicate
2558,Sour Cherries,Fruits,1 cup,104.0,0.99,0.3,12.58,57.55,0,1,0,1,1,0.0,Duplicate
2559,Fat-Free Fruit Yogurt,Dairy,1 cup,221.9,9.95,0.51,42.58,214.15,1,0,0,0,0,0.0,Duplicate
2560,Brown Wheat Flour,Grains,1 cup,120.81,16.55,2.26,84.86,425.41,1,1,0,1,0,0.75,Duplicate
2561,Plain Cake (Muffin),Grains,1 large size,65.14,4.62,7.27,27.6,194.64,1,1,0,1,0,0.5,Duplicate
2562,Fresh Corn,Vegetables,1/2 cup,143.02,3.77,1.02,38.22,177.89,1,0,0,0,0,0.75,Duplicate
2563,Pigeon without Skin,Protein,Palm-sized portion,84.0,14.69,6.21,0.0,114.61,0,0,0,0,0,1.0,Duplicate
2564,Wheat Grains/Berries,Grains,1 cup,192.66,0.0,0.0,0.0,0.0,1,1,0,1,0,1.0,Duplicate
2565,Rice (cooked),Grains,1 cup,153.54,4.33,0.43,45.0,202.4,1,1,0,1,0,0.5,Duplicate
2566,Broasted Chicken Thigh,Protein,1 medium chicken thigh,85.56,21.85,11.59,0.0,193.7,1,0,1,0,1,1.0,Duplicate
2567,Plain Cake (Muffin),Grains,1 large size,66.08,4.48,7.29,26.72,191.57,1,1,0,1,0,0.75,Duplicate
2568,Chickpeas (Hummus),Vegetables,1 tbsp,13.91,1.11,1.32,2.01,25.7,1,0,0,0,0,0.5,Duplicate
2569,Sour Pickled Cucumber,Vegetables,1 slice,6.94,0.02,0.01,0.16,0.0,0,0,0,0,0,0.5,Duplicate
2570,Blackberries,Fruits,1 cup,147.24,1.96,0.69,14.17,70.39,0,1,0,1,1,1.0,Duplicate
2571,Leek (Greens),Vegetables,4 tsp,41.12,0.99,0.0,6.61,28.84,1,0,0,0,0,0.75,Duplicate
2572,Cucumber,Vegetables,1 large piece,295.8,1.96,0.3,11.09,56.23,0,0,0,0,0,0.25,Duplicate
2573,Lemon Peel,Fruits,1 tsp,6.15,0.1,0.0,1.01,5.85,0,1,0,1,1,1.0,Duplicate
2574,Low-Fat Mozzarella Cheese,Dairy,2 tbsp,27.74,6.82,4.45,0.79,69.56,0,0,0,0,0,0.5,Duplicate
2575,Cooked Meat Liver,Protein,4 medium pieces,83.65,23.02,6.97,6.63,182.16,0,0,0,0,1,0.0,Duplicate
2576,Coriander (Cilantro),Vegetables,9 sprigs,20.02,0.4,0.1,0.71,5.88,0,0,0,0,0,0.5,Duplicate
2577,Asparagus,Vegetables,1 cup,130.62,2.82,0.2,5.21,33.61,0,0,0,0,1,1.0,Duplicate
2578,Chickpeas (Hummus),Vegetables,1 tbsp,14.03,1.12,1.32,2.0,25.57,1,0,0,0,0,0.5,Duplicate
2579,Cantaloupe,Fruits,1 cup (chunks),178.3,1.46,0.31,14.6,65.28,0,1,0,1,1,0.75,Duplicate
2580,Sweetened Corn Flakes,Grains,1 cup,38.5,1.97,0.54,33.58,147.48,1,1,0,1,0,0.75,Duplicate
2581,Sweet Canned Corn,Vegetables,1 cup,162.28,4.33,1.68,30.51,153.67,0,0,0,0,0,0.5,Duplicate
2582,Nectarine,Fruits,1 medium one,132.75,1.41,0.4,14.15,65.38,0,1,0,1,1,0.25,Duplicate
2583,Spinach,Vegetables,1 cup,30.26,0.88,0.1,1.13,10.67,1,0,0,0,0,1.0,Duplicate
2584,Cantaloupe,Fruits,1 cup (chunks),173.33,1.48,0.3,14.5,67.71,0,1,0,1,1,1.0,Duplicate
2585,Pigeon,Protein,Palm-sized portion,99.83,21.96,3.33,0.0,116.09,0,0,0,0,0,1.0,Duplicate
2586,Wheat Bran,Grains,1 cup,56.71,9.17,2.54,37.67,212.17,1,1,0,1,0,0.5,Duplicate
2587,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,101.98,19.31,3.59,0.4,112.54,1,0,0,0,1,0.25,Duplicate
2588,Mango,Fruits,1 medium one,204.47,1.13,0.6,34.42,147.72,0,1,0,1,1,0.0,Duplicate
2589,Egg Yolk,Protein,1 egg yolk,17.14,2.77,4.44,0.6,54.68,1,0,0,0,0,0.25,Duplicate
2590,Cooked Oatmeal,Grains,1 cup,229.92,5.54,3.29,27.01,158.52,1,1,0,1,0,0.25,Duplicate
2591,Carrot,Vegetables,1 one,71.0,0.71,0.19,6.72,31.48,0,0,0,0,0,0.0,Duplicate
2592,Yogurt,Dairy,1/3 cup,97.5,3.27,2.53,5.45,57.54,1,0,0,0,0,0.75,Duplicate
2593,Ta'ameya (Falafel),Vegetables,1 piece,17.05,2.25,2.98,5.49,57.51,1,0,0,0,0,0.25,Duplicate
2594,Low-Fat Vanilla Yogurt,Dairy,1 cup,228.48,11.33,2.82,30.65,193.94,1,0,0,0,0,0.0,Duplicate
2595,Okra,Vegetables,1 cup,102.57,2.01,0.1,6.83,36.96,0,0,0,0,0,0.75,Duplicate
2596,Grated Parmesan Cheese,Dairy,1 tsp,5.05,1.92,1.39,0.2,19.79,0,0,0,0,0,1.0,Duplicate
2597,Labneh (Strained Yogurt),Dairy,1 cup,98.23,13.0,10.69,1.01,153.04,1,0,0,0,0,0.25,Duplicate
2598,Brown Sugar,Grains,1 tsp,2.96,0.0,0.0,2.91,13.13,1,1,0,1,0,1.0,Duplicate
2599,Boiled Ground Beef,Protein,2 tbsp,85.24,20.89,17.86,0.0,246.11,1,0,0,0,1,0.5,Duplicate
2600,Lentils,Vegetables,1 cup,193.29,18.34,0.81,40.84,244.68,0,0,0,0,0,1.0,Duplicate
2601,Scrambled Egg with Milk,Protein,1 egg,62.06,6.86,7.29,1.31,96.6,1,0,1,0,0,1.0,Duplicate
2602,Oatmeal Bread with Bran,Grains,1 small slice,30.57,3.12,1.33,12.03,71.22,1,1,1,1,0,1.0,Duplicate
2603,Yellow Beans,Vegetables,1 cup,174.29,15.82,1.9,43.9,256.77,1,0,0,0,0,0.5,Duplicate
2604,Yellow Beans,Vegetables,1 cup,174.78,16.06,1.88,43.75,255.12,1,0,0,0,0,0.75,Duplicate
2605,Mushroom,Vegetables,Sliced (1 cup),69.64,2.26,0.2,2.31,21.26,0,0,0,0,0,1.0,Duplicate
2606,Parsley,Vegetables,10 sprigs,9.75,0.3,0.1,0.62,6.28,0,0,0,0,0,0.25,Duplicate
2607,Cooked Pigeon,Protein,Palm-sized portion,86.34,20.48,10.85,0.0,179.45,0,0,0,0,0,0.5,Duplicate
2608,Ghoj (Maybe Plum/Gojiberry),Fruits,1 medium one,66.09,0.51,0.2,7.68,35.44,0,1,0,1,1,0.75,Duplicate
2609,Fried Kingfish,Protein,Palm-sized portion,102.49,27.2,11.61,0.0,214.21,0,0,0,0,1,0.75,Duplicate
2610,Potato,Vegetables,1 medium one,215.25,4.29,0.2,36.13,163.11,0,0,0,0,0,0.75,Duplicate
2611,Yanam Fish (Seerfish/Mackerel),Protein,Palm-sized portion,102.8,17.74,10.68,0.0,167.08,0,0,0,0,0,1.0,Duplicate
2612,Quail Egg,Protein,1 egg,8.91,1.21,1.03,0.0,12.37,1,0,0,0,0,0.75,Duplicate
2613,Garlic,Vegetables,3 cloves,8.79,0.59,0.0,2.97,15.21,0,0,0,0,0,0.5,Duplicate
2614,Cooked Pasta,Grains,1 cup,143.42,6.76,0.95,38.54,188.12,0,0,0,0,1,1.0,Duplicate
2615,Figs,Fruits,1 medium one,49.44,0.4,0.2,9.7,40.47,0,1,0,1,1,0.0,Duplicate
2616,Eggplant (Aubergine),Vegetables,1/2 cup,81.45,0.86,0.15,5.12,26.85,1,0,1,0,1,0.75,Duplicate
2617,Safi Fish (Rabbitfish),Protein,Palm-sized portion,99.58,18.86,7.33,0.1,140.02,0,0,0,0,0,1.0,Duplicate
2618,Cooked Pasta,Grains,1 cup,138.58,6.84,0.93,38.62,188.76,0,0,0,0,1,0.0,Duplicate
2619,French Bread (Baguette),Grains,1 small slice,31.61,3.83,0.62,17.82,92.18,1,1,0,1,0,0.0,Duplicate
2620,Sheep's Milk,Dairy,1 cup,240.02,14.77,17.1,12.78,262.58,1,0,0,0,0,0.25,Duplicate
2621,Canned Olive,Vegetables,1 piece,8.54,0.08,0.56,0.46,6.54,0,0,0,0,0,0.0,Duplicate
2622,Brown Sugar,Grains,1 tsp,2.98,0.0,0.0,2.96,13.43,1,1,0,1,0,1.0,Duplicate
2623,Wheat Grains/Berries,Grains,1 cup,190.91,0.0,0.0,0.0,1.61,1,1,0,1,0,0.5,Duplicate
2624,Ta'ameya (Falafel),Vegetables,1 piece,16.6,2.25,3.05,5.5,59.19,1,0,0,0,0,0.75,Duplicate
2625,Soft Goat Milk Cheese,Dairy,2 tbsp,27.68,5.32,6.05,0.2,74.55,1,0,0,0,0,0.25,Duplicate
2626,Taro,Vegetables,1 cup,101.76,1.57,0.2,27.29,116.35,0,0,0,0,0,0.75,Duplicate
2627,Blueberries,Fruits,1 cup,144.69,1.09,0.49,21.57,93.94,0,1,0,1,1,0.25,Duplicate
2628,Banana Chips,Fruits,2 tbsp,27.85,0.62,9.36,16.86,152.98,0,1,0,1,1,0.25,Duplicate
2629,Figs,Fruits,1 medium one,50.09,0.4,0.2,9.6,41.38,0,1,0,1,1,0.75,Duplicate
2630,Fried Chicken Breast,Protein,1/2 small chicken breast,82.68,28.24,4.06,0.42,152.89,0,0,1,0,1,0.75,Duplicate
2631,Full-Fat Ricotta Cheese,Dairy,1 cup,127.42,14.18,16.58,3.81,221.16,0,0,0,0,0,1.0,Duplicate
2632,Butter Croissant,Grains,1 medium piece,55.47,4.72,12.19,26.26,231.79,1,1,0,1,0,0.5,Duplicate
2633,Fat-Free Milk,Dairy,1 cup,238.58,8.17,0.2,11.98,82.81,1,0,0,0,0,0.25,Duplicate
2634,Orange,Fruits,1 medium one,129.07,1.22,0.2,14.99,68.64,0,1,0,1,1,0.25,Duplicate
2635,Sweet Cherries,Fruits,1 cup,119.18,1.22,0.2,18.46,79.62,0,1,0,1,1,0.75,Duplicate
2636,Lemon Peel,Fruits,1 tsp,5.87,0.1,0.0,0.98,5.07,0,1,0,1,1,0.75,Duplicate
2637,Chicken Liver,Protein,3 medium pieces,85.92,20.98,4.55,0.76,126.1,0,0,1,0,1,0.5,Duplicate
2638,Nectarine,Fruits,1 medium one,133.81,1.42,0.4,14.59,68.42,0,1,0,1,1,0.5,Duplicate
2639,Broccoli,Vegetables,1 cup,92.68,2.57,0.3,6.17,36.94,0,0,0,0,0,0.75,Duplicate
2640,Corn Flour,Grains,1 cup,116.69,0.0,0.2,0.0,3.43,0,0,0,0,0,0.0,Duplicate
2641,Lentils,Vegetables,1 cup,197.87,18.37,0.78,38.95,236.9,0,0,0,0,0,1.0,Duplicate
2642,Cooked Oats,Grains,1 cup,223.79,6.85,1.93,25.06,143.01,1,1,0,1,0,0.75,Duplicate
2643,French Bread (Baguette),Grains,1 small slice,32.16,3.88,0.58,18.56,95.45,1,1,0,1,0,0.75,Duplicate
2644,Rice (cooked),Grains,1 cup,154.62,4.2,0.45,45.23,202.06,1,1,0,1,0,1.0,Duplicate
2645,Kiwi,Fruits,1 medium one,75.01,0.92,0.41,11.24,52.4,0,1,0,1,1,0.25,Duplicate
2646,Mango,Fruits,1 medium one,211.03,1.12,0.61,35.88,155.46,0,1,0,1,1,0.0,Duplicate
2647,Blackberries,Fruits,1 cup,146.49,1.96,0.71,14.09,69.94,0,1,0,1,1,0.5,Duplicate
2648,Fried Chicken Breast,Protein,1/2 small chicken breast,83.44,29.18,4.06,0.42,156.91,0,0,1,0,1,0.25,Duplicate
2649,Boiled Ground Beef,Protein,2 tbsp,82.92,20.68,17.69,0.0,242.73,1,0,0,0,1,0.5,Duplicate
2650,Beetroot,Vegetables,Sliced (1/2 cup),68.03,1.09,0.1,6.45,32.47,0,0,0,0,0,0.0,Duplicate
2651,Salted Cracker/Biscuit,Grains,1 piece,2.99,0.21,0.74,1.84,16.26,1,1,0,1,0,0.0,Duplicate
2652,Egg Yolk,Protein,1 egg yolk,17.03,2.73,4.51,0.59,52.45,1,0,0,0,0,0.25,Duplicate
2653,Purslane,Vegetables,1 cup,42.86,0.61,0.0,1.47,6.49,0,0,0,0,0,1.0,Duplicate
2654,Fat-Free Yogurt,Dairy,1 cup,225.46,13.21,0.4,17.05,124.39,1,0,0,0,0,0.0,Duplicate
2655,Mushroom,Vegetables,Sliced (1 cup),68.29,2.21,0.2,2.23,18.78,0,0,0,0,0,0.5,Duplicate
2656,Canned Sweetened Condensed Milk,Dairy,2 tbsp,37.48,3.08,3.35,21.09,126.06,1,0,0,0,0,0.75,Duplicate
2657,Cucumber,Vegetables,1 large piece,292.37,1.97,0.31,10.79,53.29,0,0,0,0,0,0.25,Duplicate
2658,Kingfish,Protein,Palm-sized portion,101.62,19.77,9.29,0.0,163.87,0,0,0,0,0,0.0,Duplicate
2659,Baksim (hard biscuit/rusk),Grains,1 piece,10.26,1.23,0.95,6.67,42.02,1,1,0,1,0,0.75,Duplicate
2660,Goose Egg,Protein,1 egg,140.01,20.36,18.58,1.89,255.73,1,0,0,0,0,1.0,Duplicate
2661,Tomato Paste,Vegetables,168 grams (1 can),170.89,7.08,0.8,32.12,162.13,0,0,0,0,0,0.75,Duplicate
2662,Wheat Bran,Grains,1 cup,57.59,8.79,2.46,38.12,210.15,1,1,0,1,0,1.0,Duplicate
2663,Green Peas,Vegetables,1 cup,156.55,8.37,0.4,25.44,139.43,1,0,0,0,0,1.0,Duplicate
2664,Sweet Cherries,Fruits,1 cup,115.16,1.17,0.2,19.12,83.58,0,1,0,1,1,0.0,Duplicate
2665,Canned Tuna Fish,Protein,Palm-sized portion,86.39,21.33,0.68,0.0,90.57,0,0,0,0,0,0.25,Duplicate
2666,Canned Fat-Free Evaporated Milk,Dairy,2 tbsp,32.12,2.45,0.1,3.56,26.49,1,0,0,0,0,0.5,Duplicate
2667,Evaporated Milk,Dairy,6 tbsp,99.81,6.99,7.93,9.86,140.02,1,0,0,0,0,0.75,Duplicate
2668,Full-Fat Milk,Dairy,1/3 cup,98.34,3.47,3.01,5.66,63.55,0,0,0,0,0,0.25,Duplicate
2669,Margarine (Salted),Fats and Oils,1 tsp,4.68,0.04,3.75,0.04,33.05,0,0,0,0,0,1.0,Duplicate
2670,Yellow Beans,Vegetables,1 cup,175.14,16.09,1.87,43.92,258.75,1,0,0,0,0,0.5,Duplicate
2671,Ta'ameya (Falafel),Vegetables,1 piece,17.38,2.25,3.05,5.5,57.18,1,0,0,0,0,0.25,Duplicate
2672,Carrot,Vegetables,1 one,71.06,0.72,0.2,6.97,34.26,0,0,0,0,0,0.25,Duplicate
2673,Fried Chicken Breast,Protein,1/2 small chicken breast,86.12,28.6,3.97,0.43,152.14,0,0,1,0,1,1.0,Duplicate
2674,Meed Fish (Silver Biddy),Protein,Palm-sized portion,97.1,18.25,16.01,0.0,217.17,0,0,0,0,0,0.0,Duplicate
2675,Leek (Greens),Vegetables,1 bunch (1 cup),87.45,1.29,0.31,12.53,58.47,1,0,0,0,0,1.0,Duplicate
2676,Eggplant (Aubergine),Vegetables,1/2 cup,80.17,0.85,0.15,5.08,24.22,1,0,1,0,1,0.75,Duplicate
2677,Pear,Fruits,1 medium one,164.86,0.6,0.2,25.85,105.65,0,1,0,1,1,0.25,Duplicate
2678,Tomato,Vegetables,1 medium one,123.69,1.11,0.2,4.71,25.01,0,0,0,0,0,0.25,Duplicate
2679,Green Peas,Vegetables,1 cup,155.48,8.8,0.41,25.74,140.75,1,0,0,0,0,0.0,Duplicate
2680,Brown Sugar,Grains,1 tsp,3.07,0.0,0.0,2.88,10.19,1,1,0,1,0,0.25,Duplicate
2681,Blueberries,Fruits,1 cup,142.17,1.08,0.51,21.2,92.29,0,1,0,1,1,1.0,Duplicate
2682,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,27.58,6.34,6.23,0.61,85.17,0,0,0,0,0,0.5,Duplicate
2683,Dried Apple,Fruits,1 slice,96.49,0.9,0.31,65.28,266.08,0,1,0,1,1,0.75,Duplicate
2684,Orange Peel,Fruits,1 tsp,6.11,0.1,0.0,1.51,5.01,0,1,0,1,1,0.0,Duplicate
2685,Hamour Fish (Grouper),Protein,Palm-sized portion,102.3,19.88,3.43,0.21,109.74,0,0,0,0,0,0.25,Duplicate
2686,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,102.29,19.79,3.74,0.4,115.65,1,0,0,0,1,1.0,Duplicate
2687,Low-Fat Milk,Dairy,1 cup,239.09,8.03,4.84,11.07,119.86,1,0,0,0,0,0.5,Duplicate
